"vote";"staendeja";"canton";"suffrage";"Abgegebene.Stimmen";"Stimmbeteiligung";"valid";"Ja.Stimmen";"Nein.Stimmen";"Ja";"result";"resultnum";"halb";"ling";"nr";"datum"
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Aargau";320644;80703;0.252;79921;27330;52591;0.342;"Nein";0;1;"d";19;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Aargau";320644;80923;0.252;80454;54053;26401;0.672;"Ja";1;1;"d";19;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Appenzell Ausserrhoden";33574;13060;0.389;12890;4511;8379;0.35;"Nein";0;0.5;"d";15;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Appenzell Ausserrhoden";33574;13093;0.39;13013;9290;3723;0.714;"Ja";0.5;0.5;"d";15;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Appenzell Innerrhoden";9220;3242;0.352;3206;707;2499;0.221;"Nein";0;0.5;"d";16;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Appenzell Innerrhoden";9220;3246;0.352;3232;2059;1173;0.637;"Ja";0.5;0.5;"d";16;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Basel-Landschaft";155472;57244;0.368;56535;22152;34383;0.392;"Nein";0;0.5;"d";13;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Basel-Landschaft";155472;57478;0.37;57074;44302;12772;0.776;"Ja";0.5;0.5;"d";13;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Basel-Stadt";129834;49054;0.378;48494;24615;23879;0.508;"Ja";0.5;0.5;"d";12;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Basel-Stadt";129834;49165;0.379;48874;37234;11640;0.762;"Ja";0.5;0.5;"d";12;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Bern / Berne";659793;172793;0.262;171061;66060;105001;0.386;"Nein";0;1;"d";2;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Bern / Berne";659793;172793;0.262;171884;126046;45838;0.733;"Ja";1;1;"d";2;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Fribourg / Freiburg";137944;69974;0.507;68300;21068;47232;0.308;"Nein";0;1;"l";10;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Fribourg / Freiburg";137944;70043;0.508;69204;46781;22423;0.676;"Ja";1;1;"l";10;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Genève";191926;49720;0.259;48742;18092;30650;0.371;"Nein";0;1;"l";25;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Genève";191926;49720;0.259;49361;39320;10041;0.797;"Ja";1;1;"l";25;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Glarus";23869;6788;0.284;6733;2555;4178;0.379;"Nein";0;1;"d";8;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Glarus";23869;6783;0.284;6760;5467;1293;0.809;"Ja";1;1;"d";8;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Graubünden / Grigioni / Grischun";115989;28827;0.249;28283;10483;17800;0.371;"Nein";0;1;"l";18;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Graubünden / Grigioni / Grischun";115989;28957;0.25;28613;21108;7505;0.738;"Ja";1;1;"l";18;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Jura";44493;10988;0.247;10764;2886;7878;0.268;"Nein";0;1;"l";26;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Jura";44493;10997;0.247;10930;9100;1830;0.833;"Ja";1;1;"l";26;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Luzern";212809;66664;0.313;65783;22465;43318;0.342;"Nein";0;1;"d";3;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Luzern";212809;66662;0.313;66299;50839;15460;0.767;"Ja";1;1;"d";3;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Neuchâtel";98862;23204;0.235;22931;6860;16071;0.299;"Nein";0;1;"l";24;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Neuchâtel";98862;23235;0.235;23121;17600;5521;0.761;"Ja";1;1;"l";24;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Nidwalden";23387;7101;0.304;6993;1850;5143;0.265;"Nein";0;0.5;"d";7;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Nidwalden";23387;7101;0.304;7055;5401;1654;0.766;"Ja";0.5;0.5;"d";7;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Obwalden";19375;5901;0.305;5817;1426;4391;0.245;"Nein";0;0.5;"d";6;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Obwalden";19375;5934;0.306;5883;4384;1499;0.745;"Ja";0.5;0.5;"d";6;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Schaffhausen";47132;28406;0.603;26664;10675;15989;0.4;"Nein";0;1;"d";14;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Schaffhausen";47132;28461;0.604;27330;19132;8198;0.7;"Ja";1;1;"d";14;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Schweiz";4350879;1359014;0.312;1337094;496600;840494;0.371;"Nein";0;1;"l";27;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Schweiz";4350879;1361213;0.313;1349072;981425;367647;0.727;"Ja";1;1;"l";27;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Schwyz";72624;19579;0.27;19470;5525;13945;0.284;"Nein";0;1;"d";5;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Schwyz";72624;19567;0.269;19511;15589;3922;0.799;"Ja";1;1;"d";5;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Solothurn";154506;68836;0.446;66940;25509;41431;0.381;"Nein";0;1;"d";11;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Solothurn";154506;68836;0.446;67371;46301;21070;0.687;"Ja";1;1;"d";11;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"St. Gallen";265540;93228;0.351;92323;33643;58680;0.364;"Nein";0;1;"d";17;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"St. Gallen";265540;93675;0.353;93032;66014;27018;0.71;"Ja";1;1;"d";17;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Thurgau";127175;54781;0.431;53668;18570;35098;0.346;"Nein";0;1;"d";20;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Thurgau";127175;54902;0.432;54411;37123;17288;0.682;"Ja";1;1;"d";20;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Ticino";175779;51408;0.292;49800;18194;31606;0.365;"Nein";0;1;"l";21;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Ticino";175779;51408;0.292;50802;35998;14804;0.709;"Ja";1;1;"l";21;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Uri";23772;8274;0.348;8122;4523;3599;0.557;"Ja";1;1;"d";4;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Uri";23772;8338;0.351;8221;5804;2417;0.706;"Ja";1;1;"d";4;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Valais / Wallis";162688;40335;0.248;39839;8239;31600;0.207;"Nein";0;1;"l";23;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Valais / Wallis";162688;40337;0.248;40031;28221;11810;0.705;"Ja";1;1;"l";23;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Vaud";342729;77062;0.225;76112;22902;53210;0.301;"Nein";0;1;"l";22;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Vaud";342729;77044;0.225;76690;61795;14895;0.806;"Ja";1;1;"l";22;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Zug";54857;20053;0.366;19767;7545;12222;0.382;"Nein";0;1;"d";9;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Zug";54857;20099;0.366;19972;15831;4141;0.793;"Ja";1;1;"d";9;1991-03-03
"03.03.1991 Förderung öffentlicher Verkehr";1.5;"Zürich";746886;251789;0.337;247936;108215;139721;0.436;"Nein";0;1;"d";1;1991-03-03
"03.03.1991 Stimmrecht für 18-jährige";23;"Zürich";746886;252416;0.338;249944;176633;73311;0.707;"Ja";1;1;"d";1;1991-03-03
"23.09.1990 Ausstieg Atomenergie";7;"Aargau";319674;123822;0.387;122678;39577;83101;0.323;"Nein";0;1;"d";19;1990-09-23
"23.09.1990 Energieartikel";23;"Aargau";319674;123540;0.386;121272;78623;42649;0.648;"Ja";1;1;"d";19;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Aargau";319674;123980;0.388;122950;48149;74801;0.392;"Nein";0;1;"d";19;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Aargau";319674;123389;0.386;121018;66743;54275;0.552;"Ja";1;1;"d";19;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Appenzell Ausserrhoden";33429;15596;0.467;15470;6802;8668;0.44;"Nein";0;0.5;"d";15;1990-09-23
"23.09.1990 Energieartikel";23;"Appenzell Ausserrhoden";33429;15554;0.465;15343;10633;4710;0.693;"Ja";0.5;0.5;"d";15;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Appenzell Ausserrhoden";33429;15650;0.468;15530;8187;7343;0.527;"Ja";0.5;0.5;"d";15;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Appenzell Ausserrhoden";33429;15453;0.462;15208;8033;7175;0.528;"Ja";0.5;0.5;"d";15;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Appenzell Innerrhoden";9235;3607;0.391;3583;1225;2358;0.342;"Nein";0;0.5;"d";16;1990-09-23
"23.09.1990 Energieartikel";23;"Appenzell Innerrhoden";9235;3604;0.39;3559;2471;1088;0.694;"Ja";0.5;0.5;"d";16;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Appenzell Innerrhoden";9235;3608;0.391;3590;1551;2039;0.432;"Nein";0;0.5;"d";16;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Appenzell Innerrhoden";9235;3609;0.391;3555;2023;1532;0.569;"Ja";0.5;0.5;"d";16;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Basel-Landschaft";155470;74793;0.481;73885;39605;34280;0.536;"Ja";0.5;0.5;"d";13;1990-09-23
"23.09.1990 Energieartikel";23;"Basel-Landschaft";155470;74643;0.48;73393;56726;16667;0.773;"Ja";0.5;0.5;"d";13;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Basel-Landschaft";155470;74857;0.481;74130;47206;26924;0.637;"Ja";0.5;0.5;"d";13;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Basel-Landschaft";155470;74522;0.479;73191;36253;36938;0.495;"Nein";0;0.5;"d";13;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Basel-Stadt";130220;57662;0.443;57189;36266;20923;0.634;"Ja";0.5;0.5;"d";12;1990-09-23
"23.09.1990 Energieartikel";23;"Basel-Stadt";130220;57642;0.443;56939;47237;9702;0.83;"Ja";0.5;0.5;"d";12;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Basel-Stadt";130220;57795;0.444;57481;40820;16661;0.71;"Ja";0.5;0.5;"d";12;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Basel-Stadt";130220;57578;0.442;56665;24334;32331;0.429;"Nein";0;0.5;"d";12;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Bern / Berne";659587;253943;0.385;251261;121686;129575;0.484;"Nein";0;1;"d";2;1990-09-23
"23.09.1990 Energieartikel";23;"Bern / Berne";659587;253942;0.385;249749;184904;64845;0.74;"Ja";1;1;"d";2;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Bern / Berne";659587;253943;0.385;251759;142842;108917;0.567;"Ja";1;1;"d";2;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Bern / Berne";659587;253942;0.385;248520;127684;120836;0.514;"Ja";1;1;"d";2;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Fribourg / Freiburg";137412;49875;0.363;48965;23248;25717;0.475;"Nein";0;1;"l";10;1990-09-23
"23.09.1990 Energieartikel";23;"Fribourg / Freiburg";137412;49792;0.362;48089;35706;12383;0.742;"Ja";1;1;"l";10;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Fribourg / Freiburg";137412;49898;0.363;49026;26340;22686;0.537;"Ja";1;1;"l";10;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Fribourg / Freiburg";137412;49861;0.363;48613;31393;17220;0.646;"Ja";1;1;"l";10;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Genève";194128;69273;0.357;68283;44398;23885;0.65;"Ja";1;1;"l";25;1990-09-23
"23.09.1990 Energieartikel";23;"Genève";194128;69273;0.357;67298;54578;12720;0.811;"Ja";1;1;"l";25;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Genève";194128;69273;0.357;68444;47377;21067;0.692;"Ja";1;1;"l";25;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Genève";194128;69273;0.357;65250;40919;24331;0.627;"Ja";1;1;"l";25;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Glarus";23810;9525;0.4;9454;4476;4978;0.473;"Nein";0;1;"d";8;1990-09-23
"23.09.1990 Energieartikel";23;"Glarus";23810;9498;0.399;9380;6572;2808;0.701;"Ja";1;1;"d";8;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Glarus";23810;9528;0.4;9477;5296;4181;0.559;"Ja";1;1;"d";8;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Glarus";23810;9509;0.399;9381;4256;5125;0.454;"Nein";0;1;"d";8;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Graubünden / Grigioni / Grischun";115228;42772;0.371;42135;21036;21099;0.499;"Nein";0;1;"l";18;1990-09-23
"23.09.1990 Energieartikel";23;"Graubünden / Grigioni / Grischun";115228;42409;0.368;41370;29115;12255;0.704;"Ja";1;1;"l";18;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Graubünden / Grigioni / Grischun";115228;42816;0.372;42283;23743;18540;0.562;"Ja";1;1;"l";18;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Graubünden / Grigioni / Grischun";115228;42303;0.367;41314;20035;21279;0.485;"Nein";0;1;"l";18;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Jura";44477;14058;0.316;13889;8272;5617;0.596;"Ja";1;1;"l";26;1990-09-23
"23.09.1990 Energieartikel";23;"Jura";44477;14057;0.316;13702;10553;3149;0.77;"Ja";1;1;"l";26;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Jura";44477;14062;0.316;13909;9100;4809;0.654;"Ja";1;1;"l";26;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Jura";44477;14047;0.316;13673;8268;5405;0.605;"Ja";1;1;"l";26;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Luzern";212245;87228;0.411;85780;41313;44467;0.482;"Nein";0;1;"d";3;1990-09-23
"23.09.1990 Energieartikel";23;"Luzern";212245;87201;0.411;84032;59476;24556;0.708;"Ja";1;1;"d";3;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Luzern";212245;87228;0.411;85765;48751;37014;0.568;"Ja";1;1;"d";3;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Luzern";212245;87199;0.411;84226;42511;41715;0.505;"Ja";1;1;"d";3;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Neuchâtel";99387;41478;0.417;40858;22298;18560;0.546;"Ja";1;1;"l";24;1990-09-23
"23.09.1990 Energieartikel";23;"Neuchâtel";99387;41540;0.418;39661;28967;10694;0.73;"Ja";1;1;"l";24;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Neuchâtel";99387;41454;0.417;40799;23646;17153;0.58;"Ja";1;1;"l";24;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Neuchâtel";99387;41509;0.418;40217;27493;12724;0.684;"Ja";1;1;"l";24;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Nidwalden";23220;10376;0.447;10245;4774;5471;0.466;"Nein";0;0.5;"d";7;1990-09-23
"23.09.1990 Energieartikel";23;"Nidwalden";23220;10365;0.446;10194;7585;2609;0.744;"Ja";0.5;0.5;"d";7;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Nidwalden";23220;10385;0.447;10262;5445;4817;0.531;"Ja";0.5;0.5;"d";7;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Nidwalden";23220;10340;0.445;10105;5394;4711;0.534;"Ja";0.5;0.5;"d";7;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Obwalden";19264;7535;0.391;7450;3544;3906;0.476;"Nein";0;0.5;"d";6;1990-09-23
"23.09.1990 Energieartikel";23;"Obwalden";19264;7522;0.39;7364;4583;2781;0.622;"Ja";0.5;0.5;"d";6;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Obwalden";19264;7532;0.391;7460;4148;3312;0.556;"Ja";0.5;0.5;"d";6;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Obwalden";19264;7519;0.39;7329;3934;3395;0.537;"Ja";0.5;0.5;"d";6;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Schaffhausen";47119;32562;0.691;31003;13898;17105;0.448;"Nein";0;1;"d";14;1990-09-23
"23.09.1990 Energieartikel";23;"Schaffhausen";47119;32494;0.69;30035;19539;10496;0.651;"Ja";1;1;"d";14;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Schaffhausen";47119;32603;0.692;31139;17068;14071;0.548;"Ja";1;1;"d";14;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Schaffhausen";47119;32440;0.688;30073;14797;15276;0.492;"Nein";0;1;"d";14;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Schweiz";4345490;1756278;0.404;1732049;816300;915749;0.471;"Nein";0;1;"l";27;1990-09-23
"23.09.1990 Energieartikel";23;"Schweiz";4345490;1752962;0.403;1708786;1214940;493846;0.711;"Ja";1;1;"l";27;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Schweiz";4345490;1757127;0.404;1735306;946087;789219;0.545;"Ja";1;1;"l";27;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Schweiz";4345490;1751210;0.403;1702691;898958;803733;0.528;"Ja";1;1;"l";27;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Schwyz";72009;25631;0.356;25372;10934;14438;0.431;"Nein";0;1;"d";5;1990-09-23
"23.09.1990 Energieartikel";23;"Schwyz";72009;25619;0.356;24982;14411;10571;0.577;"Ja";1;1;"d";5;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Schwyz";72009;25625;0.356;25343;12727;12616;0.502;"Ja";1;1;"d";5;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Schwyz";72009;25626;0.356;24975;11192;13783;0.448;"Nein";0;1;"d";5;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Solothurn";154159;82474;0.535;80927;34499;46428;0.426;"Nein";0;1;"d";11;1990-09-23
"23.09.1990 Energieartikel";23;"Solothurn";154159;82474;0.535;80524;55685;24839;0.692;"Ja";1;1;"d";11;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Solothurn";154159;82474;0.535;81045;42566;38479;0.525;"Ja";1;1;"d";11;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Solothurn";154159;82474;0.535;80352;40279;40073;0.501;"Ja";1;1;"d";11;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"St. Gallen";264537;107384;0.406;106253;45665;60588;0.43;"Nein";0;1;"d";17;1990-09-23
"23.09.1990 Energieartikel";23;"St. Gallen";264537;106802;0.404;105246;74885;30361;0.712;"Ja";1;1;"d";17;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"St. Gallen";264537;107361;0.406;106305;56229;50076;0.529;"Ja";1;1;"d";17;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"St. Gallen";264537;106879;0.404;105126;56018;49108;0.533;"Ja";1;1;"d";17;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Thurgau";126771;55168;0.435;54340;20426;33914;0.376;"Nein";0;1;"d";20;1990-09-23
"23.09.1990 Energieartikel";23;"Thurgau";126771;55065;0.434;53791;35161;18630;0.654;"Ja";1;1;"d";20;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Thurgau";126771;55197;0.435;54450;25178;29272;0.462;"Nein";0;1;"d";20;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Thurgau";126771;54973;0.434;53798;29965;23833;0.557;"Ja";1;1;"d";20;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Ticino";174953;67564;0.386;65576;35596;29980;0.543;"Ja";1;1;"l";21;1990-09-23
"23.09.1990 Energieartikel";23;"Ticino";174953;67564;0.386;64437;50754;13683;0.788;"Ja";1;1;"l";21;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Ticino";174953;67564;0.386;65601;38328;27273;0.584;"Ja";1;1;"l";21;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Ticino";174953;67564;0.386;64351;33179;31172;0.516;"Ja";1;1;"l";21;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Uri";23752;9296;0.391;9153;4620;4533;0.505;"Ja";1;1;"d";4;1990-09-23
"23.09.1990 Energieartikel";23;"Uri";23752;9287;0.391;9090;6877;2213;0.757;"Ja";1;1;"d";4;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Uri";23752;9312;0.392;9189;5284;3905;0.575;"Ja";1;1;"d";4;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Uri";23752;9256;0.39;9051;4148;4903;0.458;"Nein";0;1;"d";4;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Valais / Wallis";161914;47167;0.291;46360;18473;27887;0.398;"Nein";0;1;"l";23;1990-09-23
"23.09.1990 Energieartikel";23;"Valais / Wallis";161914;47169;0.291;45490;25175;20315;0.553;"Ja";1;1;"l";23;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Valais / Wallis";161914;47166;0.291;46390;20473;25917;0.441;"Nein";0;1;"l";23;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Valais / Wallis";161914;47172;0.291;45991;30262;15729;0.658;"Ja";1;1;"l";23;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Vaud";342326;103921;0.304;102737;52308;50429;0.509;"Ja";1;1;"l";22;1990-09-23
"23.09.1990 Energieartikel";23;"Vaud";342326;103898;0.304;100304;67044;33260;0.668;"Ja";1;1;"l";22;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Vaud";342326;103904;0.304;102830;55888;46942;0.543;"Ja";1;1;"l";22;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Vaud";342326;103915;0.304;99513;70270;29243;0.706;"Ja";1;1;"l";22;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Zug";54589;27200;0.498;26928;11800;15128;0.438;"Nein";0;1;"d";9;1990-09-23
"23.09.1990 Energieartikel";23;"Zug";54589;27141;0.497;26591;17833;8758;0.671;"Ja";1;1;"d";9;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Zug";54589;27311;0.5;27082;14296;12786;0.528;"Ja";1;1;"d";9;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Zug";54589;27111;0.497;26463;13061;13402;0.494;"Nein";0;1;"d";9;1990-09-23
"23.09.1990 Ausstieg Atomenergie";7;"Zürich";746575;336368;0.451;332275;149561;182714;0.45;"Nein";0;1;"d";1;1990-09-23
"23.09.1990 Energieartikel";23;"Zürich";746575;334867;0.449;326951;229847;97104;0.703;"Ja";1;1;"d";1;1990-09-23
"23.09.1990 Moratorium Atomkraftwerkbau";19.5;"Zürich";746575;336601;0.451;333067;175449;157618;0.527;"Ja";1;1;"d";1;1990-09-23
"23.09.1990 Strassenverkehrsgesetz";15;"Zürich";746575;333747;0.447;324733;146514;178219;0.451;"Nein";0;1;"d";1;1990-09-23
"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon";0;"Aargau";317787;115586;0.364;114388;34321;80067;0.3;"Nein";0;1;"d";19;1990-04-01
"01.04.1990 Autobahnfreies Kononauer Amt";0;"Aargau";317787;115620;0.364;114632;32202;82430;0.281;"Nein";0;1;"d";19;1990-04-01
"01.04.1990 Begrenzung des Strassenbaus";0;"Aargau";317787;115532;0.364;114608;29535;85073;0.258;"Nein";0;1;"d";19;1990-04-01
"01.04.1990 Freie Aarelandschaft Biel-Solothurn";0;"Aargau";317787;115485;0.363;114203;36886;77317;0.323;"Nein";0;1;"d";19;1990-04-01
"01.04.1990 Organisation der Bundesrechtspflege";7;"Aargau";317787;114332;0.36;107302;53784;53518;0.501;"Ja";1;1;"d";19;1990-04-01
"01.04.1990 Rebbaubeschluss";11;"Aargau";317787;114476;0.36;108243;49424;58819;0.457;"Nein";0;1;"d";19;1990-04-01
"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon";0;"Appenzell Ausserrhoden";33318;15606;0.468;15398;5807;9591;0.377;"Nein";0;0.5;"d";15;1990-04-01
"01.04.1990 Autobahnfreies Kononauer Amt";0;"Appenzell Ausserrhoden";33318;15596;0.468;15378;5675;9703;0.369;"Nein";0;0.5;"d";15;1990-04-01
"01.04.1990 Begrenzung des Strassenbaus";0;"Appenzell Ausserrhoden";33318;15605;0.468;15433;4654;10779;0.302;"Nein";0;0.5;"d";15;1990-04-01
"01.04.1990 Freie Aarelandschaft Biel-Solothurn";0;"Appenzell Ausserrhoden";33318;15578;0.468;15335;6001;9334;0.391;"Nein";0;0.5;"d";15;1990-04-01
"01.04.1990 Organisation der Bundesrechtspflege";7;"Appenzell Ausserrhoden";33318;15385;0.462;14602;7125;7477;0.488;"Nein";0;0.5;"d";15;1990-04-01
"01.04.1990 Rebbaubeschluss";11;"Appenzell Ausserrhoden";33318;15391;0.462;14632;6154;8478;0.421;"Nein";0;0.5;"d";15;1990-04-01
"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon";0;"Appenzell Innerrhoden";9169;3984;0.435;3900;1208;2692;0.31;"Nein";0;0.5;"d";16;1990-04-01
"01.04.1990 Autobahnfreies Kononauer Amt";0;"Appenzell Innerrhoden";9169;3975;0.434;3896;1299;2597;0.333;"Nein";0;0.5;"d";16;1990-04-01
"01.04.1990 Begrenzung des Strassenbaus";0;"Appenzell Innerrhoden";9169;3981;0.434;3930;984;2946;0.25;"Nein";0;0.5;"d";16;1990-04-01
